"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"217918_at",1.05236098888889,10.3513558484849,5.70172918807547,0.000107997241247148,0.00547456428347582,1.44098519894066
"239093_at",-1.52508675555555,9.06717496969697,-5.70129865271175,0.000108069317532926,0.00547456428347582,1.44031068362546
"203325_s_at",1.01765122222222,7.03400451515152,5.70100440047932,0.000108118607837373,0.00547456428347582,1.43984966598693
"205384_at",-2.37678562222222,10.0422501212121,-5.70093264782409,0.000108130630760808,0.00547456428347582,1.43973724608014
"212771_at",1.45552731111112,8.69041787878788,5.69792307764174,0.000108636193103243,0.0054933701645873,1.43502125919996
"207434_s_at",1.29464984444444,7.60477175757576,5.6961791464458,0.000108930291675916,0.00550144983570142,1.43228791437286
"213102_at",1.30779215555556,9.57874242424243,5.69194926006864,0.000109647131174737,0.00551724428229244,1.42565635602464
"201128_s_at",1.09843391111111,9.5549216969697,5.69095605859997,0.000109816171959278,0.00551897004574241,1.42409884647119
"216903_s_at",-1.54571555555556,9.44825257575758,-5.68856055119766,0.00011022501822673,0.0055327285803292,1.42034168428237
"211275_s_at",1.44852648888889,8.24923357575758,5.68669536151853,0.000110544469523219,0.00553495581668205,1.41741569830976
"209787_s_at",1.70726868888889,8.06267266666667,5.68655457642952,0.000110568621545538,0.00553495581668205,1.41719482320976
"214437_s_at",-1.44032607777778,8.13509493939394,-5.6859124253879,0.00011067885496474,0.00553495581668205,1.41618732742384
"1555837_s_at",1.25537104444445,9.15096542424243,5.68255834346507,0.000111256519440328,0.00555049425061681,1.41092399137508
"221563_at",-1.25593324444444,8.4709836969697,-5.6747134233468,0.000112620124931016,0.00560486961974423,1.39860702014282
"216733_s_at",-2.77136626666666,12.3482647272727,-5.67282708330113,0.000112950639561559,0.00561449665752659,1.39564400853621
"218546_at",-1.06972523333332,9.76301875757575,-5.66844934471179,0.00011372164591665,0.00564596956981826,1.38876555894862
"211948_x_at",1.06790111111111,9.04034115151515,5.65155879890235,0.000116749003874928,0.00576274531867523,1.36220015203765
"205999_x_at",-3.24395026666667,13.2803204848485,-5.65154093648399,0.000116752250192901,0.00576274531867523,1.36217203586877
"202017_at",-1.65770644444445,12.9190781818182,-5.65140349926681,0.000116777231243449,0.00576274531867523,1.36195570256198
"220161_s_at",-1.95036248888891,11.2105504848485,-5.64099833867429,0.000118685028559661,0.00584281260189324,1.3455693784211
"203315_at",1.72540024444444,7.69358739393939,5.62923245274369,0.000120882111476964,0.00593834363926485,1.32702098189021
"202831_at",2.8550771111111,10.8111525454545,5.62905531772675,0.000120915515397028,0.00593834363926485,1.32674158101703
"205969_at",-1.34988842222219,11.5998349090909,-5.61791565482903,0.000123035962414447,0.00602571958832602,1.3091613684398
"225745_at",-1.46739966666667,8.36271548484849,-5.61467298547081,0.000123660573232955,0.00602571958832602,1.3040404812298
"212012_at",1.04725986666667,8.76412187878788,5.61466108721267,0.00012366287127064,0.00602571958832602,1.30402168842425
"230466_s_at",1.94079692222222,8.08463536363636,5.61282161453387,0.00012401869217898,0.00602571958832602,1.30111606762269
"228335_at",3.06971851111111,7.40786381818182,5.60946861330897,0.000124670073548693,0.00605019140104374,1.29581840780571
"212573_at",1.64122502222222,7.17660781818182,5.6062866394855,0.00012529157695731,0.00606903006180254,1.29078944118693
"1555800_at",-1.22391464444444,6.85089960606061,-5.60473527809844,0.00012559577655457,0.00606903006180254,1.28833704544955
"218692_at",-1.59932791111112,8.96758021212121,-5.60445430083472,0.00012565095564854,0.00606903006180254,1.2878928381555
"224586_x_at",1.01122588888888,12.0644542424242,5.6032260453941,0.000125892465050183,0.00607353295169664,1.28595090794067
"210049_at",-1.17651022222226,14.3526381818182,-5.5994393617653,0.000126640128016737,0.00608095311071225,1.27996258809746
"226218_at",1.72156316666667,7.60696621212121,5.58147338433868,0.000130251974246651,0.00621069920042906,1.25152225477771
"200985_s_at",1.24507288888886,11.5581933333333,5.57230670266155,0.000132136648586704,0.00628592913991035,1.23699306918124
"237515_at",-1.29438355555555,7.98883272727273,-5.56741704743752,0.000133153737253565,0.0063269651092445,1.22923793277728
"200640_at",1.42943711111111,10.798171030303,5.55950366755029,0.000134817362659919,0.00639118559859677,1.21667966038868
"211941_s_at",-1.22230577777775,12.2940442424242,-5.55307215279869,0.000136185641939424,0.00643371131279916,1.20646630428712
"228256_s_at",1.12479008888889,7.26545266666667,5.55156874662576,0.000136507597798975,0.00644149158784357,1.2040779962426
"226835_s_at",1.23189171111111,9.15851866666667,5.54714509787331,0.000137459602012777,0.00647179380788439,1.19704867796464
"207995_s_at",-1.74142227777778,7.53619003030303,-5.54439807187492,0.000138054314201579,0.00647179380788439,1.19268212519062
"221748_s_at",2.15783381111111,10.0521442727273,5.54418564217361,0.000138100416928088,0.00647179380788439,1.19234441020484
"205998_x_at",-2.97009640000001,12.4504061818182,-5.54416304582965,0.00013810532187536,0.00647179380788439,1.1923084867607
"212623_at",-1.11255131111111,8.4046193030303,-5.54064699964948,0.000138870791945429,0.00649316069325665,1.1867178011834
"238018_at",2.08905436666667,7.70397366666667,5.53915632979639,0.000139196674746027,0.00650097673993448,1.18434701723544
"215000_s_at",1.0732224888889,9.35671584848485,5.53351015809161,0.000140438360884109,0.00654404416774997,1.17536431329008
"204121_at",-2.32594321111112,8.5897866969697,-5.53170492319885,0.000140837827541966,0.0065552006571493,1.17249131461034
"209541_at",-2.40094802222222,9.55877354545454,-5.52700721683611,0.00014188298668669,0.00658887216746049,1.16501276673869
"229860_x_at",1.12357837777778,7.12199633333333,5.52151874690562,0.000143114470149444,0.00662961230248519,1.15627127111714
"231398_at",-2.40043604444446,10.1989971515152,-5.52119449252015,0.000143187577730993,0.00662961230248519,1.15575469286897
"204880_at",-1.03790053333333,9.10193103030303,-5.51975551351747,0.000143512491776705,0.00662961230248519,1.15346203194072
"224741_x_at",1.1090709111111,10.2650883636364,5.5194193847456,0.000143588500129289,0.00662961230248519,1.15292644940126
"203649_s_at",3.62786166666666,11.4557903636364,5.51369406381674,0.000144889714215952,0.00666802000513618,1.14380127397167
"204934_s_at",-1.34499933333334,9.908834,-5.51276800362142,0.000145101351383049,0.00667026515297228,1.14232484364721
"201695_s_at",-1.26290642222222,8.80764284848485,-5.50901093871803,0.00014596332934442,0.00669486226944915,1.13633361932211
"1552390_a_at",1.21145922222222,6.68447339393939,5.50578808178415,0.000146707056708069,0.00671393780525788,1.13119263028803
"221729_at",1.42294626666667,7.77253375757576,5.50499683043159,0.00014689026257788,0.00671481949210647,1.12993022185376
"204753_s_at",-2.16179053333334,9.08735860606061,-5.50116065447313,0.00014778192226005,0.00674053424704834,1.12380846792376
"208296_x_at",1.49429813333333,7.15992042424242,5.4983301505496,0.000148443495065582,0.00676317810277105,1.11929018423641
"205355_at",-2.06987223333334,9.57507015151515,-5.49486875393157,0.000149256782365519,0.00677837911792752,1.11376322859903
"208623_s_at",1.2972089,8.59245590909091,5.49479732731784,0.000149273614208614,0.00677837911792752,1.1136491603518
"216958_s_at",-1.27088806666667,8.09763993939394,-5.49163705967387,0.000150020349558623,0.00680474362964743,1.10860147039001
"208950_s_at",-1.44680144444444,9.92445042424242,-5.48765005846516,0.000150968067753381,0.00683259788631022,1.10223121440667
"217892_s_at",1.29264831111111,9.49745863636364,5.47539789551453,0.000153920224802982,0.00693868276179295,1.0826407399657
"209487_at",1.75342457777779,8.8485373939394,5.47121622883738,0.000154941705814769,0.00697390915216167,1.07594949784366
"204044_at",-1.39916744444446,9.42598157575758,-5.4673298259001,0.000155897482934082,0.00700922612897591,1.0697284344694
"226066_at",1.41967445555556,7.19716984848485,5.46206446202355,0.000157202332187178,0.00704557436965895,1.06129652468763
"225392_at",-1.23745261111111,8.56173481818182,-5.46198554216001,0.00015722197743764,0.00704557436965895,1.06117011237156
"209209_s_at",-1.3443878,8.2260663030303,-5.45437939867644,0.00015912757137763,0.00708899880130541,1.04898248416476
"210452_x_at",-1.77747862222221,11.0522907272727,-5.45324701922894,0.000159413350211996,0.00708899880130541,1.04716730721737
"203803_at",-1.39775997777778,7.49588233333333,-5.45262831405917,0.00015956972192269,0.00708899880130541,1.04617545893407
"202112_at",1.02375892222222,7.80251490909091,5.45260507936103,0.0001595755974219,0.00708899880130541,1.0461382102284
"205894_at",-1.43236799999999,9.1291933030303,-5.45105370547265,0.00015996842020265,0.00709106766567137,1.04365094752861
"218804_at",-1.0193335,6.50556242424242,-5.44720931286927,0.000160946265270109,0.00712670062616045,1.03748586057716
"204483_at",-2.41018384444445,8.057836,-5.44457155425842,0.000161620845953644,0.00714465699773425,1.03325455725615
"224967_at",1.67957677777778,10.1521432121212,5.44419991704606,0.000161716128230105,0.00714465699773425,1.032658322159
"203304_at",1.06255766666666,8.24966575757576,5.44004843104244,0.000162784549711359,0.00715653999678473,1.02599653244898
"211058_x_at",1.06330866666664,11.8743621212121,5.43982131056354,0.000162843215825664,0.00715653999678473,1.02563200539659
"205798_at",1.33573824444444,7.97972163636364,5.4345892569201,0.000164200875982835,0.00719305206350901,1.01723251399413
"202422_s_at",2.7347714,7.01539690909091,5.42753195117128,0.000166051133840919,0.00726000953704579,1.00589647879285
"202502_at",-1.70486733333333,11.997686969697,-5.42673629241302,0.000166261113448789,0.00726000953704579,1.00461797132624
"200677_at",1.16286100000002,11.8874015151515,5.42448602426456,0.000166856493338864,0.00727824825417097,1.00100162128128
"217777_s_at",-1.40661882222222,7.75169103030303,-5.41962115488384,0.000168151357004024,0.00730768584230893,0.993180897876332
"221589_s_at",-1.7139915555556,11.9792018181818,-5.41927079586585,0.000168245019392498,0.00730768584230893,0.9926175310312
"206878_at",-1.37682677777777,9.15591075757576,-5.41818284856981,0.000168536214450889,0.00731257924543854,0.990868030696776
"235013_at",-1.16547183333333,8.57288790909091,-5.41717095073713,0.000168807532131867,0.00731291702732108,0.989240669388325
"202381_at",2.86313073333333,8.26867672727272,5.41548225374809,0.000169261345820596,0.00732077662456791,0.986524530595305
"37512_at",-2.51328431111111,12.5272424848485,-5.4139277972792,0.000169680222935524,0.00732342702973247,0.984023941592697
"217973_at",-1.59010777777778,12.9585648484849,-5.40889142477181,0.000171044900866061,0.00736680136127549,0.975919732570339
"202644_s_at",1.97531100000001,8.81848430303031,5.40400259229085,0.00017238068823559,0.00740875195114536,0.968049417243668
"224415_s_at",-1.09374537777777,10.5865357878788,-5.39532598974719,0.000174778607338095,0.00749608060519481,0.95407280816154
"226727_at",-1.08084951111112,9.18199854545455,-5.38839168651345,0.000176720323517017,0.00757143068089277,0.942894921751467
"223090_x_at",1.0650520888889,8.17034436363636,5.38664808112074,0.000177212134854744,0.0075775788809139,0.940083187318647
"218272_at",-1.08127575555555,9.87765090909091,-5.38542024308855,0.000177559332664106,0.00758357946463935,0.938102914190973
"203509_at",-1.50238479999999,11.0415378181818,-5.38066742529677,0.000178910078583305,0.00761744065352764,0.930435451011902
"202972_s_at",-1.30386211111111,8.17346418181818,-5.37714965112141,0.000179916808617608,0.00764633311078356,0.924758311955248
"209099_x_at",1.63929568888888,8.81906618181818,5.37625161468347,0.000180174768935596,0.00764633311078356,0.923308734351501
"212239_at",-1.15330471111112,10.1753076969697,-5.37571730878452,0.000180328433113034,0.00764633311078356,0.922446221950203
"210156_s_at",-1.09817375555555,8.794411,-5.37504464227133,0.000180522085942716,0.00764633311078356,0.921360299862077
"218322_s_at",-1.14671664444444,10.7530179393939,-5.37363373962226,0.000180928981676407,0.00764829116536137,0.919082390527693
"205815_at",1.71874346666667,7.00942903030303,5.37077403733837,0.000181756674531402,0.00766985568847368,0.914464504081107
"227167_s_at",1.59233952222222,7.7789553030303,5.37053356365102,0.000181826457518688,0.00766985568847368,0.914076129985346
"202003_s_at",-1.38838088888889,13.1700333333333,-5.3665998957629,0.000182971990600117,0.00767882654783227,0.907721920986448
"235915_at",-2.23302506666666,10.1105686060606,-5.36634026631876,0.000183047865379701,0.00767882654783227,0.907302452627257
"201218_at",1.99450832222223,7.2689223030303,5.36179361394564,0.000184381986777431,0.00771409785129397,0.899955109231782
"206262_at",-2.52857546666667,12.2517741818182,-5.35920261639326,0.000185146848071927,0.00773030555573706,0.895766748146282
"229476_s_at",-2.71180448888889,10.5253171515151,-5.35743708991356,0.000185669948225078,0.00774425194434928,0.892912209975233
"232449_at",-2.58318017777777,8.85472496969697,-5.35171352455597,0.000187376508344958,0.00779392382375136,0.883655141978627
"229777_at",-1.580756,9.78638921212121,-5.35076365033577,0.000187661324112846,0.00779392382375136,0.882118395558588
"226333_at",-1.64742716666667,9.43586063636364,-5.35065217868248,0.000187694778354278,0.00779392382375136,0.881938043498314
"1552281_at",-1.21001057777778,9.3970203030303,-5.35026085127873,0.000187812271150238,0.00779392382375136,0.881304893420378
"221479_s_at",1.25913862222222,8.77164018181818,5.34795436195219,0.000188506353890473,0.00779488908600977,0.877572648875353
"209250_at",1.26630551111111,8.9635153030303,5.33847614205478,0.000191387136852802,0.00789428573852358,0.862227416850056
"202552_s_at",1.47862545555555,6.62810942424242,5.33640653271764,0.000192022324477455,0.00791251749323145,0.858874997834659
"226465_s_at",1.15457715555556,9.90628824242424,5.3349699952617,0.000192464522244885,0.00792276820766659,0.856547685856903
"203569_s_at",1.46191834444445,8.45800906060606,5.32959660415632,0.000194128118309341,0.00796154439525128,0.847839702572545
"205328_at",2.18285223333334,7.93767072727273,5.32941692040605,0.000194184009640275,0.00796154439525128,0.847548439717739
"202842_s_at",-1.1102922222222,11.2826306060606,-5.32368169709018,0.000195976920914471,0.00802471140245893,0.838249344218204
"207168_s_at",1.16656602222224,10.5899660606061,5.31342172543601,0.000199228033555216,0.00812767034500808,0.821602009502271
"200698_at",-1.13667724444445,10.4788596363636,-5.30857256649722,0.000200784355033079,0.00817294948362403,0.813728729901304
"234980_at",-1.50044413333332,10.5219432727273,-5.30810049123788,0.000200936549476535,0.00817294948362403,0.812962069946541
"218137_s_at",1.17822231111111,8.91112581818182,5.30407470782439,0.000202239393497393,0.00821417248817789,0.80642281370483
"205530_at",-1.61094524444446,9.54638693939395,-5.30373070873895,0.000202351132609963,0.00821417248817789,0.805863932946958
"202883_s_at",-1.50523193333332,9.47550666666666,-5.30247474779746,0.00020275965185634,0.00821447337327778,0.803823282025531
"201843_s_at",2.91937806666667,7.1781676969697,5.30055905149174,0.00020338443547855,0.00822351736699501,0.800710274828795
"228004_at",-1.75811946666667,10.6224347878788,-5.29843006704852,0.000204081163490465,0.00822734087969693,0.797250056052221
"209759_s_at",-1.32651962222222,8.38265309090909,-5.29842872970417,0.000204081601937842,0.00822734087969693,0.797247882274266
"222450_at",1.26138846666667,6.82193006060606,5.29370762995408,0.000205635620205551,0.00827370271905617,0.789572400170007
"206259_at",-1.6611803111111,11.6613158181818,-5.29206894953469,0.000206177928896478,0.00828738154040319,0.786907514125815
"201412_at",1.13352648888888,10.3299730909091,5.28532720945708,0.000208424972686495,0.00833449819622212,0.775939780958722
"207007_at",-2.19781477777777,8.66706839393939,-5.27529981534238,0.000211815025665936,0.00844764521543433,0.759614761215156
"201656_at",1.08688338888889,7.05073851515152,5.27373141328461,0.000212350505835249,0.00846076300438322,0.757060033883464
"221210_s_at",1.46630195555556,7.806067,5.27307331230005,0.000212575618060266,0.0084615012051802,0.755987966227304
"206840_at",-3.02747964444444,12.0660506666667,-5.26783286787887,0.000214377185839886,0.00851665873406004,0.747448901201857
"230958_s_at",-1.21976684444444,10.5033083030303,-5.26718600181026,0.000214600680014002,0.00851727640764873,0.746394589928899
"201828_x_at",1.13190068888887,10.0534717575758,5.26247216537342,0.000216236760299347,0.00855949537445609,0.738709814898256
"201579_at",2.11044037777779,9.53778496969697,5.26172179911535,0.000216498408580192,0.00855949537445609,0.737486230192103
"205750_at",-1.59877604444444,9.26039472727273,-5.26021593968759,0.000217024500374681,0.0085719445620507,0.735030457653233
"227297_at",2.02166483333333,8.4426483939394,5.24551264977645,0.00022223267639206,0.00871823572240431,0.711035136854007
"215071_s_at",1.83793957777779,9.60324963636364,5.24495962029104,0.000222431122095571,0.00871823572240431,0.710132007098533
"214749_s_at",1.06974127777777,9.60967975757575,5.23814660562624,0.000224891244332256,0.00877785891768845,0.699002371807707
"224761_at",1.28015522222225,10.6762028484848,5.2380941650177,0.000224910291031086,0.00877785891768845,0.698916679961028
"229376_at",-1.37117880000002,9.72298290909092,-5.236068920391,0.000225647172538613,0.00877806793529609,0.695606979886757
"212310_at",-1.19104393333333,7.82361339393939,-5.23541275591887,0.000225886462164654,0.00877806793529609,0.694534535786131
"207810_at",-2.60496335555555,9.8590303030303,-5.23075853029339,0.000227591456961963,0.00881632386747513,0.686925844756935
"202180_s_at",1.02879746666667,7.68151987878788,5.23037680984914,0.000227731894132881,0.00881632386747513,0.686301674227487
"225188_at",-1.24109328888888,10.8431955757576,-5.22760157818826,0.000228755667616228,0.00882941644718715,0.681763127539383
"217728_at",2.72327816666667,8.22079221212121,5.22654173035025,0.000229147920685562,0.00882941644718715,0.680029588534772
"204457_s_at",2.5250386,8.06252381818182,5.21825708428331,0.0002322386274627,0.00889828058208112,0.666473304611889
"212120_at",1.17679957777778,8.94697078787879,5.21623920245432,0.000232998060037476,0.00891718109695493,0.663169936622294
"210451_at",-1.07629665555555,7.19461263636364,-5.21401122816512,0.000233839601728891,0.00893454873807243,0.659521964555839
"215223_s_at",1.93535480000001,9.87464406060606,5.20840877797157,0.000235969920540733,0.00899078323295616,0.650345678051831
"213321_at",-1.16866431111111,8.45826439393939,-5.20228534117922,0.000238321750958483,0.0090439232601107,0.640310962829683
"1564706_s_at",-1.95808048888889,8.23692596969697,-5.20025551482655,0.000239106786488906,0.0090439232601107,0.636983431846335
"209460_at",-1.29599733333334,12.3205103030303,-5.20019287634054,0.00023913105521863,0.0090439232601107,0.636880738141434
"214319_at",1.01629316666667,7.28441027272727,5.19949634105086,0.000239401096620938,0.00904578368680535,0.635738754275033
"224657_at",-1.32224911111112,12.8500654545455,-5.19816146859925,0.000239919514670642,0.00905701695981089,0.633550011114524
"227669_at",-1.25523576666667,8.69623512121212,-5.18589177268146,0.000244740402776574,0.00920370932229134,0.61341998507227
"207608_x_at",-3.06180533333335,12.8012336363636,-5.18541719052603,0.000244928908452295,0.00920370932229134,0.612640942827711
"210558_at",-1.85072584444445,11.4499837575758,-5.17445190760011,0.000249327215788013,0.00934326937919601,0.594632187012637
"200903_s_at",-1.26534036666667,9.10580445454546,-5.17173405972257,0.00025043019100383,0.00936746136376793,0.590165916826299
"242263_at",-1.16890268888888,9.15859848484848,-5.1702077459818,0.000251051862147747,0.00938050437787062,0.58765725006819
"212148_at",1.40035757777778,6.90818539393939,5.16919329577797,0.000251465949044213,0.00938050437787062,0.585989705854111
"203066_at",1.49152146666667,9.43720563636364,5.1678282344056,0.000252024286910756,0.00938423887961603,0.58374560051132
"200947_s_at",-1.298994,11.8357481818182,-5.16210554493965,0.000254379231603007,0.00945473588677637,0.574334865754307
"222646_s_at",1.15888453333334,8.32796303030303,5.16053918218941,0.000255027837150972,0.00947024948491992,0.57175823817245
"203828_s_at",2.69700002222222,10.0912112121212,5.1502680641504,0.000259324324223658,0.00960367540314361,0.554853924476029
"213385_at",-1.42069724444445,8.3200063030303,-5.14861135865026,0.000260024444654358,0.00961222132544931,0.552125907390725
"204955_at",2.2568378888889,8.86119818181819,5.14660976253771,0.000260872970942383,0.00963489271129763,0.548829459415951
"217762_s_at",1.23112296666666,7.71451584848485,5.14021809874406,0.000263602130137622,0.00968330013301062,0.538299186907322
"211072_x_at",1.10584333333331,11.7820393939394,5.13641671092995,0.00026523951559742,0.00971730350568403,0.532033668310319
"212386_at",1.85112595555555,7.86702533333333,5.13110855120356,0.000267543855619185,0.00977549400740962,0.523281257723967
"226388_at",-1.48652302222222,10.4540766060606,-5.12324232319498,0.000270997520095581,0.0098664777116399,0.510303665783897
"228949_at",1.48987397777778,7.28918666666667,5.11506716271669,0.000274636594417656,0.00995610130560857,0.496807191507318
"201042_at",1.53628977777777,10.5401904242424,5.11498252050407,0.00027467453979193,0.00995610130560857,0.496667405564316
"204119_s_at",-1.44952542222222,10.683042030303,-5.11431756683086,0.000274972832676526,0.0099581010199804,0.495569204883767
"210473_s_at",-1.60874015555555,8.21601936363636,-5.11061583186214,0.000276639645273297,0.00999196052094265,0.489454490772361
"201416_at",1.80283008888889,6.79916133333333,5.10846257979337,0.000277614097893206,0.0100095033764153,0.485896755678773
"1555553_a_at",-1.17245517777778,8.01835993939394,-5.10682976495901,0.000278355435075677,0.0100274056862486,0.483198485689304
"202651_at",1.68568164444444,9.02554315151515,5.10504522789627,0.000279168041217939,0.0100478416522369,0.480249063449421
"220554_at",-1.32237534444445,9.55043324242425,-5.10106665191286,0.000280988725129316,0.0100956291162909,0.473671802507619
"224880_at",1.23026673333333,9.07573448484849,5.08814829743779,0.000286987100987367,0.0102661176151455,0.452300300103627
"1558956_s_at",1.45654916666667,7.23135463636364,5.08721953183914,0.000287423514590223,0.0102727571850794,0.450762896185571
"235964_x_at",1.22573953333333,9.32313133333333,5.08178159311627,0.000289992776238569,0.0103375231696741,0.441758952051779
"208367_x_at",-3.23393564444441,12.6583036969697,-5.07721883433357,0.00029216718427155,0.0103969380543687,0.434200915192313
"212240_s_at",-1.65604382222223,9.77161336363637,-5.07636203428809,0.000292577406547901,0.0104024982593711,0.432781334561567
"209369_at",2.58770848888889,7.12430224242424,5.07488224475068,0.000293287334032988,0.0104100729649986,0.430329318929187
"229830_at",1.15758892222222,6.69102606060606,5.06729242197353,0.000296957136949909,0.0104944498467052,0.417748163629906
"203939_at",-1.3043892,8.24100781818182,-5.06645843239385,0.000297363320051945,0.0104978959960033,0.416365224113523
"211071_s_at",2.24526305555555,7.85726106060606,5.06604015498621,0.000297567256313872,0.0104978959960033,0.415671591030254
"241114_s_at",-1.03923077777778,9.20771781818182,-5.06448815243275,0.000298325240804798,0.0105155796369395,0.413097678801003
"213423_x_at",1.33896583333333,7.39404766666667,5.06025450509604,0.000300403262228036,0.010570633348452,0.406074699681432
"218605_at",-1.09035322222222,8.39217645454545,-5.05911424613107,0.00030096553973793,0.0105741159492653,0.404182756760392
"205939_at",-3.12778077777779,10.1556392424242,-5.05876289940738,0.00030113901670233,0.0105741159492653,0.403599758061429
"209016_s_at",2.15134125555556,7.17617366666667,5.05848415058282,0.000301276723376856,0.0105741159492653,0.403137210722748
"203637_s_at",1.28304524444444,7.55217327272727,5.05765441533573,0.000301687018907684,0.0105794508625341,0.401760309304771
"203403_s_at",1.48120557777778,8.17196915151515,5.04676598650259,0.000307126031317032,0.0107072780314422,0.383682678777864
"217437_s_at",1.23255344444444,9.18850478787879,5.04503554494735,0.000307999879229466,0.0107182387879012,0.38080817896223
"204698_at",1.00404122222222,7.59148448484848,5.04107580102819,0.000310009344898639,0.0107607396251723,0.374228940888437
"220643_s_at",1.0478332,6.61180648484849,5.04020808578182,0.000310451526387767,0.0107669636488709,0.372786914559515
"205773_at",-1.36293021111111,6.88445087878788,-5.03588509963639,0.000312664394156391,0.0108162338853476,0.365601136872878
"216396_s_at",-1.03309582222224,10.2567418787879,-5.03443975331475,0.000313407938743984,0.0108176840166902,0.363198067991535
"201065_s_at",1.00751635555555,9.90347309090909,5.03196155288555,0.000314687155725971,0.0108350044289523,0.359077077001714
"201324_at",1.76436648888889,7.66249654545455,5.02859608672695,0.000316433165877096,0.0108640285340821,0.353479294067245
"203924_at",-2.49009733333334,13.2519642424243,-5.02428565986993,0.000318684314294257,0.0109006529855325,0.346307469147202
"226150_at",1.53765346666667,7.74899872727273,5.02157310865037,0.000320109589191897,0.0109191686460686,0.341792923845664
"217073_x_at",-1.22012399999998,14.5238581818182,-5.02145477793422,0.000320171916890754,0.0109191686460686,0.341595960874282
"218552_at",-1.42393911111111,12.9293460606061,-5.01432921253153,0.0003239487450064,0.0110204457198647,0.329731803721022
"219902_at",-1.37404688888888,11.8395754545455,-5.0130574146863,0.000324627759212534,0.0110343804062956,0.327613507174451
"205754_at",-1.28624888888887,12.4462403030303,-5.01063612027364,0.000325924630138263,0.0110382673207615,0.323580001508842
"1553296_at",-2.47146228888889,7.3559356060606,-5.00992949161923,0.000326304133779331,0.0110382673207615,0.322402714017178
"220878_at",-1.88082224444444,7.44325024242424,-5.0094974933017,0.000326536372594387,0.0110382673207615,0.321682943924146
"241694_at",1.00770766666667,6.5670156060606,5.00637396809793,0.000328220733370774,0.0110829291163508,0.316477945375589
"225540_at",1.09117393333333,7.11405048484848,5.00079390105227,0.000331252556423824,0.0111723927872888,0.307176055333565
"200907_s_at",1.8030925111111,8.07314939393939,4.99846803125694,0.000332524952789239,0.0111913636329453,0.303297598968467
"227792_at",1.08042935555556,8.0589806969697,4.99599135782359,0.000333885497553942,0.0112279278278423,0.299166855055365
"201280_s_at",1.44939242222222,8.54517951515152,4.99147397894515,0.00033638218162963,0.0112933424404656,0.291630329001991
"213726_x_at",1.14290293333332,9.74040533333333,4.98665830306889,0.000339065350233896,0.01136479351901,0.283593054981062
"226017_at",1.22308262222222,7.78759175757576,4.97883798180181,0.000343470657857145,0.0114596900772788,0.270534303552886
"201451_x_at",-1.27411906666667,7.94967496969697,-4.97803557841312,0.000343926054232184,0.0114596900772788,0.269193937199267
"219410_at",1.82056211111111,10.9037361212121,4.97766807840701,0.00034413483715552,0.0114596900772788,0.268580021200123
"201136_at",1.45194155555556,7.87882854545454,4.97433221365262,0.000346036100556252,0.0115136414644058,0.263006547298343
"202499_s_at",1.50977315555555,6.8377983030303,4.97150964647106,0.000347653432504701,0.0115486917615248,0.258289487270586
"208088_s_at",-2.69346111111111,10.4384939393939,-4.96724858134688,0.000350110087605445,0.011620874455617,0.251166351742541
"233864_s_at",1.08899444444444,9.14050803030302,4.96497657070204,0.000351427431729639,0.0116388218132219,0.247367263098291
"201030_x_at",1.45911713333333,9.87094139393939,4.9648460395244,0.000351503273589578,0.0116388218132219,0.247148977057024
"202609_at",1.64699548888888,10.2240190909091,4.96382930249785,0.0003520946120734,0.0116439346636403,0.245448617740915
"217014_s_at",-1.33135888888886,12.1349857575758,-4.96311128440236,0.000352512844029799,0.0116440109504972,0.244247741559786
"217867_x_at",1.47792986666667,7.66295963636363,4.95915058524385,0.000354829276037588,0.0117110816415984,0.237622256809132
"204446_s_at",1.93264648888889,7.60025445454545,4.95860390662707,0.000355150257217931,0.0117122378304261,0.236707600846845
"219304_s_at",1.81450156666667,7.26123293939394,4.95409913838939,0.000357806864355483,0.0117619673813293,0.229169054909178
"235708_at",-1.23938313333333,7.4622556969697,-4.95217865161765,0.000358945777093995,0.0117710649191297,0.225954357122244
"33494_at",-1.66928119999999,9.32008215151514,-4.95055676813021,0.000359910574254368,0.0117932617687077,0.223239099007645
"207820_at",-2.30172333333331,13.2247921212121,-4.94508596156071,0.000363185092208954,0.0118625982390642,0.214077566267562
"215646_s_at",1.1570528,6.57671709090909,4.94359131387951,0.000364085136711971,0.0118825204100284,0.211573887734925
"211651_s_at",1.55692801111111,7.21014493939394,4.94153925912534,0.000365324657964412,0.0119134814216277,0.208136003630309
"39763_at",-1.13709044444446,14.3279484848485,-4.93977482921706,0.000366393986727893,0.0119345007165114,0.205179530230371
"227728_at",-1.0678404,8.30075133333333,-4.93847147257564,0.000367185994016576,0.0119436864147701,0.202995357969007
"1559065_a_at",-1.05795854444445,7.97293636363636,-4.93809139627421,0.000367417292478096,0.0119436864147701,0.202358380515061
"237765_at",-1.33155824444444,8.90570669696969,-4.93480619703562,0.000369422916084036,0.0119950154598787,0.196851831464714
"214927_at",1.20674922222222,7.36897315151515,4.93454640602995,0.00036958200909121,0.0119950154598787,0.196416315283906
"201468_s_at",2.5088411111111,9.07555487878788,4.91995129306288,0.000378636478965573,0.0122403879573409,0.171934217245799
